SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
104,CT2207,505_52071_PileruRnB_CT2207,2G+4G,NSN,4G_35673_Piler R-B_CT2207,13.65276,78.9517,E-City,Piler,Pileru,NH,Shelter,5386.0,"R&B bunlglow,tpt rd,piler.,Chittoor DT.",Rajampet,PILER,517214.0,NBSNL,BSNL Infra,CT2207,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,2/21/2012,S12K_ID,3.0,4-4-4,350/80/270,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,1/17/2014,350/80/270,RRH,3.0,37.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,4.0,CT2207,CT2207,,,,,,,,,,020818YES(FE+MADM)+CTR-PTN+PE1(2-2-35),45 Mbps,505.0,020818YES(FE+MADM)+CTR-PTN+PE1(2-2-35),PIL,,
105,CT2208,504_40501_Puttur_2_CT2208,2G+4G,NSN,4G_36411_Puttur_2_CT2208,13.43862,79.54766,E-City,Puttur,Puttur,NH,Room,5407.0,"15-176,karvetinagaram road,puttur,Chittoor DT.",Tirupati,PUTTUR,517583.0,NBSNL,BSNL Infra,CT2208,RTP,9.0,18.0,Mono,KATHREIN,NSN,V.1,3/26/2012,S12K_ID,3.0,4-4-4,340/160/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII,6/10/2014,340/160/270,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2208,CT2208,,CT2208,,,,,,,,160818YES(Ge+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),100 Mbps,504.0,160818YES(Ge+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),PUT,,
106,CT2209,504_40511_BahadurpetSrikalhasti_CT2209,2G+3G,NSN,553_35683_BahadurpetSrikalhasti_CT2209,13.7607,79.70872,E-City,Srikalahasti,Srikalahasti,SH,Room,5378.0,"Bahadurpet,Srikalhasti,Chittoor DT.",Tirupati,SRI KALAHASTHI,517644.0,NBSNL,BSNL Infra,CT2209,RTP,9.0,18.0,Dual,Agisson,NSN,V.1,2/1/2011,BTS18K_ID,3.0,4-4-4,60/190/260,,DMW,,,NEW NEC,0.6 m,BSC67-15_SrikalhastiMW_CT2069A,E1,1.0,,67.0,Tirupati,Vii,2/5/2014,60/190/260,RRH,3.0,18.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2069,FE,,Tiruapti,30Mbps,553.0,CT2209,CT2209,,,,,CT2209,,,,G/FVC/HYD/1602570/2011,300718YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,300718YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
107,CT2211,505_52111_MDPRTCDepo_CT2211,2G+4G,NSN,4G_35692_RTC-Depot_CT2211,13.55731,78.50857,E-City,Madanapalle,Madanapalle,,Room,5392.0,"near Rtc depot,madanapalli,Chittoor DT.",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2211,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,3/29/2012,S12K_ID,3.0,4-4-4,70/190/300,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,12/19/2013,70/190/300,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2211,CT2211,,,,,,,,,,120718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,120718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
108,CT2212,505_52121_Neerugattuvaripalli_CT2212,2G+4G,NSN,4G_35703_NGV-palli_CT2212,13.57095,78.50602,E-City,Madanapalle,Madanapalle,,Room,5392.0,"NGV-palli, 3-146-14-4, bypass road ,chowdeswari circle, NGV palli , Madanapalli, chittor district-517325",Chittoor,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2212,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,2/13/2013,BTS18K_ID,3.0,4-4-4,120/220/300,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,7/21/2016,120/220/300,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2212,CT2212,,,,,CT2212,,,,,220718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,220718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
109,CT2213,505_52131_CTR_AmbedkarNgr_CT2213,2G+4G,NSN,4G_35712_Ambedkarnagar_CT2213,13.20176,79.08464,E-City,Chittoor,Chittoor,NH,Shelter,5421.0,"Ambedkarnagar,kajoor,chittoor,Chittoor DT.",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT2213,GBT,24.0,22.0,Dual,Agisson,NSN,V.1,2/28/2012,S12K_ID,3.0,4-4-4,40/100/260,,DMW,,,NEW NEC,0.6 m,BSC60-31_CTR_Greamspet_CT2002A,E1,2.0,,60.0,Tirupati,V.1,1/2/2014,40/100/260,RRH,3.0,22.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2002,FE,,Tiruapti,100 Mbps,4.0,CT2213,CT2213,,,,,,,,,2015813421@G/FXW/HYD/3156713/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,"290618-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"290618-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
110,CT2214,505_52141_CTR_Vinayakapuram_CT2214,2G+4G,NSN,4G_35721_Vinayakapuram_CT2214,13.21092,79.10042,E-City,Chittoor,Chittoor,SH,Shelter,5421.0,"R&B bunlglow,Vinayakapuram,Chittoor,Chittoor DT.",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT2214,GBT,24.0,24.0,Dual,Agisson,NSN,V.1,3/3/2012,BTS18K_ID,3.0,4-4-4,20/140/270,2.0,OFC,E1,,,,,,,,60.0,Tirupati,V.1,3/17/2012,20/140/270,RRH,3.0,24.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2214,CT2214,,,,,CT2214,,,,2015813414@G/FXW/HYD/3156711/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,090718-YES(fe+CPE+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)090718-YES(fe+CPE+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,090718-YES(fe+CPE+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
111,CT2215,505_52151_CTR_HemamadhuriKM_CT2215,2G+4G,NSN,4G_35732_Hemamadhuri_KM_CT2215,13.21571,79.11314,E-City,CHittoor,Chittoor,NH,Room,5421.0,"Hemamadhuri km,krpalli road,chittoor,Chittoor DT.",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT2215,RTP,9.0,21.0,Dual,Agisson,NSN,V.1,10/25/2011,S12K_ID,3.0,4-4-4,80/150/310,2.0,OFC,E1,,,,,,,,60.0,Tirupati,V.1,4/28/2011,80/150/310,RRH,3.0,21.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2215,CT2215,,,,,,,,,,300618-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),100 Mbps,505.0,300618-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),CTR,,
112,CT2216,505_52161_CTR-RamNagarCly2_CT2216,2G+4G,NSN,4G_35742_RamNagarColony2_CT2216,13.21222,79.08674,E-City,Chittoor,Chittoor,,Room,5421.0,"CTR-RamNagarCly2,Ganganapalli,chittoor,Chittoor DT.",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT2216,GBT,30.0,24.0,Dual,Agisson,NSN,V.1,10/25/2010,S12K_ID,3.0,4-4-4,340/120/160,,DMW,,,NEW NEC,0.6 m,BSC60-31_CTR_Greamspet_CT2002A,E1,2.0,,60.0,Tirupati,V.1,5/22/2014,340/120/160,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2002,FE,,Tiruapti,100 Mbps,4.0,CT2216,CT2216,,,,,,,,,G/FVC/HYD/1466299/2011,"200718-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"200718-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
113,CT2217,505_52171_CTR-SamireddySt_CT2217,2G+4G,NSN,4G_35752_Samireddystreet_CT2217,13.21748,79.09505,E-City,Chittoor,Chittoor,,Room,5421.0,"CTR-SamireddySt,near market,chittoor,Chittoor DT.",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT2217,RTP,9.0,21.0,Dual,Agisson,NSN,V.1,2/1/2011,S12K_ID,3.0,4-4-4,20/120/250,,DMW,,,NEW NEC,0.6 m,BSC60-31_CTR_Greamspet_CT2002A,E1,2.0,,60.0,Tirupati,V.1,10/9/2013,20/120/250,RRH,3.0,21.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2002,FE,,Tiruapti,100 Mbps,4.0,CT2217,CT2217,,,,,,,,,G/FVC/HYD/1602574/2011,100718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,100718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
114,CT2220,505_52201_AnkalammaGudi_CT2220,2G,,,13.65416,78.85725,E-City,Anakalammagudi,Pileru,NH,OD Plinth,5386.0,"BSNL TOWER, ANKAMMAGUDI VILLAGE, KALIGIRI MANDAL, CHITTOR DISTRICT, ANDHARA PRADESH-517214",Rajampet,PILER,517214.0,NBSNL,BSNL Infra,CT2220,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,10/28/2010,BTS18K_OD,3.0,4-4-4,80/150/260,1.0,OFC,E1,,,,,,,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2220,,,,,,CT2220,,,,,,,505.0,290818-YES-(E1+STR-MADM+STR-STM),STD,,
115,CT2229,504_40531_Cherivi_CT2229,2G+4G,NSN,4G_Cherivi_AP_CT2229,13.52619,79.99435,Rural,Cherivi,Satyavedu,,OD Plinth,5402.0,"No:1/28,Cherivi,Satyvedu mandal,Chittoor DT.",Tirupati,SATYAVEDU,517588.0,NBSNL,BSNL Infra,CT2229,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,8/28/2010,BTS18K_OD,3.0,4-4-4,160/250/330,,DMW,,,"Huawei-2G, NEW NEC-3G",0.6 m,"BSC67-28_Satyaveedu_CT2067A-2G ,IRUGULAM-3G",E1,1.0,,67.0,Tirupati,VII +,3/23/2017,160/250/330,RRH,3.0,37.0,Dual,Agisson,DMW,,,30 Mbps,NEW NEC,0.6 m,CT2067,FE,,Tiruapti,20Mbps,4.0,CT2229,CT2229,,,,,CT2229,,,,G/FVC/HYD/1369235/2010,090818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),30 Mbps,504.0,080818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
116,CT2231,504_40541_ChinnaPandur_CT2231,2G+3G,NSN,553_35793_ChinnaPandur_CT2231,13.54522,79.94162,Rural,Chinnapandur,Satyavedu,SH,Room,5402.0,"ChinnaPandur,satyavedu (M),Chittoor DT.",Tirupati,SATYAVEDU,517541.0,BSNL,BSNL Infra,CT2231,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,5/31/2010,BTS18K_ID,3.0,4-4-4,30/150/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,30 Mbps,,,,,,,,553.0,CT2231,,CT2231,,,,CT2231,,,,,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),30 Mbps,504.0,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
117,CT2236,504_40551_daskuppam_CT2236,2G,,,13.33488,79.88547,Rural,Dasukuppam,Satyavedu,NH,Room,5402.0,"Daskuppam V,Satyavedu (M),Chittoor DT.",Tirupati,SATYAVEDU,517588.0,NBSNL,BSNL Infra,CT2236,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,10/26/2010,BTS18K_ID,3.0,4-4-4,30/120/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2236,,,,,,,,,,,,,504.0,010818-YES-(E1+STR-MADM+STR-STM),STD,,
118,CT2239,504_40561_DurgaSamudram_CT2239,2G+3G,NSN,553_35803_DURGASAMUDRAM_CT2239,13.57597,79.39256,DHQ,Durgasamudram,Tirupati (Rural),SH,OD Plinth,5375.0,"DurgaSamudram,TIRUPATI RURAL.,Chittoor DT.",Tirupati,CHANDRAGIRI,517561.0,NBSNL,BSNL Infra,CT2239,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,6/13/2010,BTS18K_OD,3.0,4-4-4,50/130/260,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII +,10/15/2016,50/130/260,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,CT2239,CT2239,,,,,CT2239,,,,,250718-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),100 Mbps,504.0,010818-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),STD,,
119,CT2241,504_40571_Gajulamandyam_CT2241,2G+3G,NSN,553_35813_GAJULAMANDYAM_CT2241,13.59892,79.51261,Rural,Gajulamandyam,Renigunta,SH,Exchange,5376.0,",S.Y.No 1030/1,putuur road ,Gajulamandyam,Renigunta (M),Chittoor DT.-517520",Tirupati,CHANDRAGIRI,517820.0,BSNL,BSNL Infra,CT2241,GBT,40.0,35.0,Dual,Agisson,NSN,V.1,4/19/2010,S8K_ID,3.0,4-4-4,340/140/280,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,10/26/2016,340/140/280,RRH,3.0,35.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,CT2241,CT2241,,,,,,,,,,270618-YES-(RENI_PTN+NIB+PE-GE1(2-2-19)),100 Mbps,504.0,010818-YES-(RENI_PTN+NIB+PE-GE1(2-2-19)),STD,,
120,CT2250,504_40581_Kandadu_CT2250,2G,,,13.64027,79.62609,Rural,Kandadu,Yerpedu,,OD Plinth,5377.0,"Kandadu,Yerpedu(M),Chittoor DT.",Tirupati,SRI KALAHASTHI,517619.0,NBSNL,BSNL Infra,CT2250,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,1/28/2011,BTS18K_OD,3.0,4-4-4,250/0/70,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2250,,,,,,CT2250,,,,,,,504.0,240818-YES-(E1+TRP-MADM+STR-STM),STD,,
121,CT2252,504_40591_MarutiNgr_TV_CT2252,2G+3G,ZTE,346_5952_CTR_MaruthiNagar_TV_CT2252A,13.63689,79.43121,DHQ,Tirupati,Tirupati (Urban),,Shelter,5383.0,Korlakunta Tirupati Chittoor Dist,Tirupati,CHANDRAGIRI,517501.0,IP-TV,Tower Vision,TAAPCHI0211,RTT,15.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,4/19/2012,S12K_ID,3.0,4-4-4,40/140/240,,DMW,,,NEW NEC,0.6 m,BSC58-18_TirpatiMainEx_CT2072A,E1,1.0,,58.0,Tirupati,V.1,12/2/2013,40/140/240,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2072,FE,,Tiruapti,100 Mbps,346.0,CT2252,,,,,,,,,,2015812068@G/FVC/HYD/3156687/2016@CLEARED ONLINE,,100 Mbps,504.0,"170718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
122,CT2255,505_52551_Arogyavaram_CT2255,2G+3G,NSN,553_35822_AROGYAVARAM_CT2255,13.60201,78.53551,E-City,Arogyavaram,Madanapalle,NH,Room,5392.0,"Arogyavaram,S.Y.No 88,CTM Road , bsnl tower on GP land,Arogyavaram,Madanapalli (M),Chittoor DT.-517330",Rajampet,MADANAPALLI,517330.0,NBSNL,BSNL Infra,CT2255,GBT,40.0,32.0,Dual,Agisson,NSN,V.1,11/30/2010,S8K_ID,3.0,4-4-4,0/90/220,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,11/18/2016,0/90/220,RRH,3.0,32.0,Dual,Agisson,OFC,FE,,60 Mbps,,,,,,Tiruapti,,553.0,CT2255,CT2255,,,,,,,,,,220618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),60 Mbps,505.0,220618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
123,CT2261,505_52611_Mogalimittoor_CT2261,2G+3G,NSN,553_35833_Mogalimittoor_CT2261,13.18573,78.84733,Rural,Mogilimittoor,Bangarupalem,NH,Exchange,5429.0,"Mogili(V),Bangarupalem(M),Chittoor DT.",Chittoor,BANGARUPALYAM,517419.0,BSNL,BSNL Infra,CT2261,GBT,40.0,35.0,Dual,AGISSON,NSN,V.1,4/19/2010,S8K_ID,3.0,4-4-4,7/147/295,,DMW,,,NEW NEC(HFCL),"0.6m,0.9",BSC70-19_Bangarupalem_CT2001A,E1,1.0,,70.0,Tirupati,,,,RRH,,,,,,,,50 Mbps,,,,,,,,553.0,CT2261,,CT2261,,,,,,,,,190818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),50 Mbps,505.0,190818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),STD,,
124,CT2271,504_40601_Ramchandrapuram_CT2271,2G+3G,NSN,553_35843_Ramachandraprm_CT2271,13.54371,79.3994,DHQ,Ramachandrapuram,Ramachandrapuram,SH,OD Plinth,5398.0,"Ramchandraprm,s.y.no 25-1,gangi reddy palli village,RamachandraPuram (V&M),Chittoor DT.-517561",Tirupati,CHANDRAGIRI,517561.0,NBSNL,BSNL Infra,CT2271,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,1/28/2011,BTS18K_ID,3.0,4-4-4,20/130/230,,DMW,,,NEW NEC,0.6 m,BSC58-57_Kammapalli_CT2123B,E1,1.0,,58.0,Tirupati,V.1,1/9/2017,20/130/230,RRH,3.0,37.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2123,FE,,Tiruapti,45Mbps,553.0,CT2271,CT2271,,,,,,,,,G/FVC/HYD/1466306/2011,080918YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),100 Mbps,504.0,080918YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),STD,,
125,CT2273,504_40611_Irugulam_CT2273,2G+4G,NSN,4G_35853_Irugulam_CT2273,13.49874,79.99812,Rural,Irugulam,Varadaiahpalem,,Exchange,5381.0,"Irugulam(V),/Varadayyapalem(M),Chittoor DT.",Tirupati,SATYAVEDU,517588.0,BSNL,BSNL Infra,CT2273,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,2/25/2010,S8K_ID,3.0,4-4-4,0/120/240,1.0,DMW,,,NEW NEC,,Satyaveedu_CT2067,,,,67.0,Tirupati,VII +,3/15/2017,0/120/240,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,30 Mbps,,,,,,Tiruapti,,4.0,CT2273,CT2273,,,,,,,,,,040818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),30 Mbps,504.0,050818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
126,CT2275,504_40621_Peddakannali_CT2275,2G+3G,NSN,553_35861_Peddakannali_CT2275,13.7762,79.73055,E-City,Peddakannali,Thottambedu,NH,Shelter,5379.0,"Peddakannali,Thottambedu (M),Chittoor DT.",Tirupati,SRI KALAHASTHI,517642.0,NBSNL,BSNL Infra,CT2275,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,9/3/2010,S8K_ID,3.0,4-4-4,30/120/210,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/8/2017,30/120/210,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT2275,CT2275,,,,,,,,,,270818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),45 Mbps,504.0,270818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
127,CT2279,504_40631_Peradam_CT2279,2G,,,13.38669,79.92244,Rural,Peradam,Satyavedu,SH,OD Plinth,5402.0,"Peradam,,satyavedu mandal,Chittoor DT.",Tirupati,SATYAVEDU,517588.0,NBSNL,BSNL Infra,CT2279,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,10/31/2010,BTS18K_OD,3.0,4-4-4,20/100/210,,DMW,,,Huawei,0.6 m,BSC67-28_Satyaveedu_CT2067A,E1,1.0,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2279,,,,,,CT2279,,,,G/FVC/HYD/1466305/2011,,,504.0,280818-YES-(E1+TRP-MADM+STR-STM),STD,,
128,CT2281,505_52811_Talupulapalli_CT2281,2G+3G,NSN,553_35872_Talupulapalli_CT2281,13.39488,79.05655,Rural,Talapulapalli,Puthalapattu,NH,Exchange,5410.0,"Talupulapalli,puthalapattu(M),Chittoor DT.",Chittoor,CHITTOOR,517124.0,BSNL,BSNL Infra,CT2281,GBT,40.0,36.0,Dual,Agisson,NSN,V.1,4/7/2010,S12K_ID,3.0,4-4-4,75/220/320,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII +,5/9/2017,75/220/320,RRH,3.0,36.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT2281,CT2281,,,,,,,,,,270718-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),45 Mbps,505.0,270718-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),STD,,
129,CT2282,505_52821_Pothabolu_CT2282,2G,,,13.60408,78.56182,Rural,Pothabolu,Madanapalle,,OD Plinth,5392.0,"Pothabolu,Madanapalli mandal,Chittoor DT.",Rajampet,MADANAPALLI,517319.0,NBSNL,BSNL Infra,CT2282,GBT,40.0,37.0,Dual,AGISSON,NSN,V.1,10/3/2010,BTS18K_OD,3.0,4-4-4,50/170/270,,DMW,,,FIBERHOME,0.6 m,BSC68-40_Arogyavaram_CT2255B,E1,1.0,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2282,,,,,,CT2282,,,,2015813450@G/FXW/HYD/3156724/2016@CLEARED ONLINE,,,505.0,280818-YES-(E1+TRP-MADM+STR-STM),STD,,
130,CT2291,504_40641_Thondamanadu_CT2291,2G+3G,NSN,553_35881_Thondamanadu_CT2291,13.70675,79.66574,E-City,Thondamanadu,Srikalahasti,NH,Room,5378.0,"3-265,Thondamanadu,Srikalahasti (M),Chittoor DT.",Tirupati,SRI KALAHASTHI,517641.0,NBSNL,BSNL Infra,CT2291,GBT,40.0,40.0,Dual,Agisson,NSN,V.1,6/24/2010,BTS18K_ID,3.0,4-4-4,30/180/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/13/2017,30/180/300,RRH,3.0,39.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,CT2291,CT2291,,,,,CT2291,,,,,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
131,CT2295,505_52951_Valasapalle_CT2295,2G+3G,NSN,553_35891_Valasapalli_CT2295,13.52348,78.55389,Rural,Valasapalli,Madanapalle,,Exchange,5392.0,"Valasapalle,S.Y.No 219,Valasapalle,Madanapalli mandal,Chittoor DT.-517325",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2295,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,10/3/2010,S8K_ID,3.0,4-4-4,60/120/250,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,1/16/2017,60/120/250,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,CT2295,CT2295,,,,,,,,,2017265550@12/9/2017@,200618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,200618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
