SR.NO,RPID,SITE_NAME_3G,SITE_NAME,TECHNOLOGY,3G_TECH,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
28,CT2109,553_35471_Gadanki_CT2109,505_51091_Gadanki_CT2109,2G+3G,NSN,13.46101,79.17194,Rural,Gadanki,Pakala,RC,OD Plinth,5396.0,"Gadanki(V),NARL,pakala(M),Chittoor DT.",Chittoor,PAKALA,517112.0,NBSNL,BSNL Infra,CT2109,GBT,40.0,38.0,Dual,XAHT,NSN,IV.5,2/27/2009,BTS18K_OD,3.0,4-4-4,35/235/330,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,3/4/2017,35/235/330,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,60 Mbps,,,,,,Tiruapti,,553,CT2109,CT2109,,,,,CT2109,,,,,250818-YES-(FE+PKA_PTN+NIB+PE-GE1(2-2-19)),60 Mbps,505.0,250818-YES-(FE+PKA_PTN+NIB+PE-GE1(2-2-19)),STD,,
29,CT2111,553_35481_G_K_Manchi_CT2111,505_51111_G_K_Manchi_CT2111,2G+3G,NSN,13.19635,78.99897,Rural,GKManchi,Bangarupalem,NH,Exchange,5429.0,"G_K_Manchi,Bangarupalem(M),Chittoor DT.",Chittoor,BANGARUPALYAM,517416.0,BSNL,BSNL Infra,CT2111,GBT,60.0,35.0,Dual,XAHT,NSN,IV.5,6/10/2009,S12K_ID,3.0,4-4-4,90/180/280,,DMW,,,NEW NEC(HFCL),1.21.2,BSC60-27_CTR_Santhpeta_CT2004,FE,,,70.0,Tirupati,VII +,5/1/2017,90/180/280,RRH,3.0,35.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,50 Mbps,,,,,,Tiruapti,,553,CT2111,CT2111,,,,,,,,,,180818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),50 Mbps,505.0,180818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),STD,,
30,CT2113,553_36661_Edigapalli_CT2113,505_51131_Edigapalli_CT2113,2G+3G,NSN,13.47056,78.54082,Rural,Edigapalli,Punganur,NH,OD Plinth,5415.0,"Edigapalli(V),Punganu(M),Chittoor DT.-517330",Rajampet,PUNGANUR,517247.0,NBSNL,BSNL Infra,CT2113,GBT,40.0,39.0,Dual,XAHT,NSN,IV.5,11/25/2008,BTS18K_ID,3.0,4-4-4,0/120/240,1.0,OFC,FE,,,,,,,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,553,CT2113,,,,,,CT2113,,,,2017265549@12/9/2017@,,,505.0,260818-YES-(E1+STR-MADM+STR-STM),STD,,
31,CT2123,553_35511_KAMMAPALLI_CT2123,504_40281_Kammapalli_CT2123,2G+3G,NSN,13.55506,79.45015,Rural,Kammapalli,Ramachandrapuram,,Exchange,5398.0,"BSNL TOWER,Telephone Exchange,Kammapalli(V&M),Chittoor DT.",Tirupati,PUTTUR,517561.0,BSNL,BSNL Infra,CT2123,GBT,40.0,35.0,Dual,XAHT,NSN,IV.5,9/18/2008,BTS18K_ID,3.0,4-4-4,90/220/300,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII +,1/7/2017,90/220/300,RRH,3.0,37.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT2123,CT2123,,,,,CT2123,,,,,080918YES(fx+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),100 Mbps,504.0,080918YES(fx+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),STD,,
32,CT2131,553_35521_Kuppam-2_CT2131,505_51311_kuppam-2_CT2131,2G+3G,NSN,12.75078,78.33883,E-City,Kuppam,kuppam,,Room,5427.0,"Kuppam palace,kuppam,Chittoor DT.",Chittoor,KUPPAM,517425.0,NBSNL,BSNL Infra,CT2131,MARR,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,1/26/2009,BTS18K_ID,3.0,4-4-4,320/90/180,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,2/19/2014,320/90/180,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,60 Mbps,,,,,,Tiruapti,,553,CT2131,CT2131,,,,,CT2131,,,,,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),60 Mbps,505.0,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),KPM,,
33,CT2162,553_35612_Rompicherla_CT2162,505_51621_Rompicherla_CT2162,2G+3G,NSN,13.67065,79.04755,Rural,Rompicherla,Rompicherla,,Exchange,5373.0,"Rompicherla(V&M),Chittoor DT.",Rajampet,PILER,517192.0,BSNL,BSNL Infra,CT2162,GBT,40.0,40.0,Dual,XAHT,NSN,IV,1/11/2008,S8K_ID,3.0,4-4-4,20/190/280,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,3/13/2017,20/190/280,RRH,3.0,39.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT2162,CT2162,,,,,,,,,,200818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,200818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
34,CT2167,553_35622_Srikalahasthi-3_CT2167,504_40301_Srikalahasthi-3_CT2167,2G+3G,NSN,13.75225,79.69447,E-City,Srikalahasti,Srikalahasti,SH,Room,5378.0,"srikalahasti,Chittoor DT.",Tirupati,SRI KALAHASTHI,517644.0,NBSNL,BSNL Infra,CT2167,MARR,18.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,1/27/2009,BTS18K_ID,3.0,4-4-4,40/135/240,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII,2/7/2014,40/135/240,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT2167,CT2167,,,,,CT2167,,,,,300718YES(GE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),45 Mbps,504.0,300718YES(GE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
35,CT2168,553_35631_Taduku_CT2168,504_40311_Taduku_CT2168,2G+3G,NSN,13.49745,79.53169,Rural,Taduku,Puttur,RC,Room,5407.0,"Taduku(V),Puttur (M),Chittoor DT.",Tirupati,PUTTUR,517571.0,NBSNL,BSNL Infra,CT2168,GBT,40.0,39.0,Dual,XAHT,NSN,IV.5,7/6/2009,BTS18K_ID,3.0,4-4-4,30/210/310,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,553,CT2168,,CT2168,,,,CT2168,,,,,"030618YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",100 Mbps,504.0,"290718YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
36,CT2173,553_35642_GNKandrigaUSO_CT2173,504_40331_GNKandriga-USO_CT2173,2G+3G,NSN,13.40717,79.62796,Rural,GNKandriga,Puttur,NH,OD Plinth,5407.0,"Gnkandriga(V),puttur(M),Chittoor DT.",Tirupati,PUTTUR,517583.0,NBSNL,BSNL Infra,CT2173,GBT,40.0,37.0,Dual,XAHT,NSN,USO,2/19/2010,BTS18K_OD,3.0,4-4-4,90/180/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,70 Mbps,,,,,,,,553,CT2173,,CT2173,,,,CT2173,,,,,020918YES(fe+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,010918YES(fe+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),STD,,
37,CT2209,553_35683_BahadurpetSrikalhasti_CT2209,504_40511_BahadurpetSrikalhasti_CT2209,2G+3G,NSN,13.7607,79.70872,E-City,Srikalahasti,Srikalahasti,SH,Room,5378.0,"Bahadurpet,Srikalhasti,Chittoor DT.",Tirupati,SRI KALAHASTHI,517644.0,NBSNL,BSNL Infra,CT2209,RTP,9.0,18.0,Dual,Agisson,NSN,V.1,2/1/2011,BTS18K_ID,3.0,4-4-4,60/190/260,,DMW,,,NEW NEC,0.6 m,BSC67-15_SrikalhastiMW_CT2069A,E1,1.0,,67.0,Tirupati,Vii,2/5/2014,60/190/260,RRH,3.0,18.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2069,FE,,Tiruapti,30Mbps,553,CT2209,CT2209,,,,,CT2209,,,,G/FVC/HYD/1602570/2011,300718YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,300718YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
38,CT2231,553_35793_ChinnaPandur_CT2231,504_40541_ChinnaPandur_CT2231,2G+3G,NSN,13.54522,79.94162,Rural,Chinnapandur,Satyavedu,SH,Room,5402.0,"ChinnaPandur,satyavedu (M),Chittoor DT.",Tirupati,SATYAVEDU,517541.0,BSNL,BSNL Infra,CT2231,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,5/31/2010,BTS18K_ID,3.0,4-4-4,30/150/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,30 Mbps,,,,,,,,553,CT2231,,CT2231,,,,CT2231,,,,,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),30 Mbps,504.0,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
39,CT2239,553_35803_DURGASAMUDRAM_CT2239,504_40561_DurgaSamudram_CT2239,2G+3G,NSN,13.57597,79.39256,DHQ,Durgasamudram,Tirupati (Rural),SH,OD Plinth,5375.0,"DurgaSamudram,TIRUPATI RURAL.,Chittoor DT.",Tirupati,CHANDRAGIRI,517561.0,NBSNL,BSNL Infra,CT2239,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,6/13/2010,BTS18K_OD,3.0,4-4-4,50/130/260,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII +,10/15/2016,50/130/260,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT2239,CT2239,,,,,CT2239,,,,,250718-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),100 Mbps,504.0,010818-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),STD,,
40,CT2241,553_35813_GAJULAMANDYAM_CT2241,504_40571_Gajulamandyam_CT2241,2G+3G,NSN,13.59892,79.51261,Rural,Gajulamandyam,Renigunta,SH,Exchange,5376.0,",S.Y.No 1030/1,putuur road ,Gajulamandyam,Renigunta (M),Chittoor DT.-517520",Tirupati,CHANDRAGIRI,517820.0,BSNL,BSNL Infra,CT2241,GBT,40.0,35.0,Dual,Agisson,NSN,V.1,4/19/2010,S8K_ID,3.0,4-4-4,340/140/280,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,10/26/2016,340/140/280,RRH,3.0,35.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT2241,CT2241,,,,,,,,,,270618-YES-(RENI_PTN+NIB+PE-GE1(2-2-19)),100 Mbps,504.0,010818-YES-(RENI_PTN+NIB+PE-GE1(2-2-19)),STD,,
41,CT2255,553_35822_AROGYAVARAM_CT2255,505_52551_Arogyavaram_CT2255,2G+3G,NSN,13.60201,78.53551,E-City,Arogyavaram,Madanapalle,NH,Room,5392.0,"Arogyavaram,S.Y.No 88,CTM Road , bsnl tower on GP land,Arogyavaram,Madanapalli (M),Chittoor DT.-517330",Rajampet,MADANAPALLI,517330.0,NBSNL,BSNL Infra,CT2255,GBT,40.0,32.0,Dual,Agisson,NSN,V.1,11/30/2010,S8K_ID,3.0,4-4-4,0/90/220,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,11/18/2016,0/90/220,RRH,3.0,32.0,Dual,Agisson,OFC,FE,,60 Mbps,,,,,,Tiruapti,,553,CT2255,CT2255,,,,,,,,,,220618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),60 Mbps,505.0,220618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
42,CT2261,553_35833_Mogalimittoor_CT2261,505_52611_Mogalimittoor_CT2261,2G+3G,NSN,13.18573,78.84733,Rural,Mogilimittoor,Bangarupalem,NH,Exchange,5429.0,"Mogili(V),Bangarupalem(M),Chittoor DT.",Chittoor,BANGARUPALYAM,517419.0,BSNL,BSNL Infra,CT2261,GBT,40.0,35.0,Dual,AGISSON,NSN,V.1,4/19/2010,S8K_ID,3.0,4-4-4,7/147/295,,DMW,,,NEW NEC(HFCL),"0.6m,0.9",BSC70-19_Bangarupalem_CT2001A,E1,1.0,,70.0,Tirupati,,,,RRH,,,,,,,,50 Mbps,,,,,,,,553,CT2261,,CT2261,,,,,,,,,190818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),50 Mbps,505.0,190818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),STD,,
43,CT2271,553_35843_Ramachandraprm_CT2271,504_40601_Ramchandrapuram_CT2271,2G+3G,NSN,13.54371,79.3994,DHQ,Ramachandrapuram,Ramachandrapuram,SH,OD Plinth,5398.0,"Ramchandraprm,s.y.no 25-1,gangi reddy palli village,RamachandraPuram (V&M),Chittoor DT.-517561",Tirupati,CHANDRAGIRI,517561.0,NBSNL,BSNL Infra,CT2271,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,1/28/2011,BTS18K_ID,3.0,4-4-4,20/130/230,,DMW,,,NEW NEC,0.6 m,BSC58-57_Kammapalli_CT2123B,E1,1.0,,58.0,Tirupati,V.1,1/9/2017,20/130/230,RRH,3.0,37.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2123,FE,,Tiruapti,45Mbps,553,CT2271,CT2271,,,,,,,,,G/FVC/HYD/1466306/2011,080918YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),100 Mbps,504.0,080918YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),STD,,
44,CT2275,553_35861_Peddakannali_CT2275,504_40621_Peddakannali_CT2275,2G+3G,NSN,13.7762,79.73055,E-City,Peddakannali,Thottambedu,NH,Shelter,5379.0,"Peddakannali,Thottambedu (M),Chittoor DT.",Tirupati,SRI KALAHASTHI,517642.0,NBSNL,BSNL Infra,CT2275,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,9/3/2010,S8K_ID,3.0,4-4-4,30/120/210,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/8/2017,30/120/210,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT2275,CT2275,,,,,,,,,,270818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),45 Mbps,504.0,270818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
45,CT2281,553_35872_Talupulapalli_CT2281,505_52811_Talupulapalli_CT2281,2G+3G,NSN,13.39488,79.05655,Rural,Talapulapalli,Puthalapattu,NH,Exchange,5410.0,"Talupulapalli,puthalapattu(M),Chittoor DT.",Chittoor,CHITTOOR,517124.0,BSNL,BSNL Infra,CT2281,GBT,40.0,36.0,Dual,Agisson,NSN,V.1,4/7/2010,S12K_ID,3.0,4-4-4,75/220/320,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII +,5/9/2017,75/220/320,RRH,3.0,36.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT2281,CT2281,,,,,,,,,,270718-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),45 Mbps,505.0,270718-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),STD,,
46,CT2291,553_35881_Thondamanadu_CT2291,504_40641_Thondamanadu_CT2291,2G+3G,NSN,13.70675,79.66574,E-City,Thondamanadu,Srikalahasti,NH,Room,5378.0,"3-265,Thondamanadu,Srikalahasti (M),Chittoor DT.",Tirupati,SRI KALAHASTHI,517641.0,NBSNL,BSNL Infra,CT2291,GBT,40.0,40.0,Dual,Agisson,NSN,V.1,6/24/2010,BTS18K_ID,3.0,4-4-4,30/180/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/13/2017,30/180/300,RRH,3.0,39.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT2291,CT2291,,,,,CT2291,,,,,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,140818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STD,,
47,CT2295,553_35891_Valasapalli_CT2295,505_52951_Valasapalle_CT2295,2G+3G,NSN,13.52348,78.55389,Rural,Valasapalli,Madanapalle,,Exchange,5392.0,"Valasapalle,S.Y.No 219,Valasapalle,Madanapalli mandal,Chittoor DT.-517325",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2295,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,10/3/2010,S8K_ID,3.0,4-4-4,60/120/250,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,1/16/2017,60/120/250,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT2295,CT2295,,,,,,,,,2017265550@12/9/2017@,200618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,200618-YES(FX+MDP3/8(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
48,CT2298,553_35903_VIKRUTHAMALA_CT2298,504_40651_Vikruthamala_CT2298,2G+3G,NSN,13.61198,79.55379,Rural,Vikruthamala,Yerpedu,,OD Plinth,5377.0,"Vikruthamala telephone exge,papanaidu pet (M).",Tirupati,SRI KALAHASTHI,517526.0,NBSNL,BSNL Infra,CT2298,GBT,40.0,35.0,Dual,Agisson,NSN,V.1,6/4/2010,BTS18K_OD,3.0,4-4-4,0/120/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/15/2017,0/120/270,RRH,3.0,35.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT2298,CT2298,,,,,CT2298,,,,,070818-YES-(fE+CDR_PTN-FX+NIB+PE-GE1(2-2-19)),45 Mbps,504.0,070818-YES-(fE+CDR_PTN-FX+NIB+PE-GE1(2-2-19)),STD,,
49,CT2314,553_35943_SKHT-Temple_CT2314,504_40701_SKHT-Temple_CT2314,2G+3G,NSN,13.74784,79.69771,E-City,Srikalahasti,Srikalahasti,,Room,5378.0,"BSNL(CT2314) PRO OFFICE,PRAKASHPARK HOTEL,SRIKALAHSTI TEMPLE,SRIKALAHASTI,CHITTOOR DIST,",Tirupati,SRI KALAHASTHI,517644.0,NBSNL,BSNL Infra,CT2314,RTP,9.0,22.0,Dual,Agisson,NSN,V.1,7/26/2012,S8K_ID,3.0,4-4-4,340/200/270,,DMW,,,NEW NEC,0.6 m,BSC67-23_Srikalhasthi3_CT2167A,E1,1.0,,67.0,Tirupati,VII,9/6/2016,340/200/270,RRH,3.0,22.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,45 Mbps,NEW NEC,0.6 m,CT2167,FE,,Tiruapti,50Mbps,553,CT2314,CT2314,,,,,,,,,2016949257@G/FXW/HYD/3548131/2016@K-19012/G/FVC/HYD/3547937/2016-CFA DTD 22-11-16,310718YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),45 Mbps,504.0,310718YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
50,CT5019,553_36042_TENEPALI_VIOM_CT5019,505_53221_Thenepalli_VIOM_CT5019,2G+3G,NSN,13.372,79.0861,Rural,Thenepalle,Puthalapattu,NH,Shelter,5410.0,"Sy.No:564/12/A, Thenepalli vill, Puthalapattu Mandal, Chittore-517124",Chittoor,CHITTOOR,517124.0,IP-VIOM,VIOM Networks,ANPCHI2162,GBT,50.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,12/7/2013,BTS18K_ID,3.0,4-4-4,30/165/315,,DMW,,,NEW NEC(HFCL),0.6 m,BSC60-17_Putalapattu_CT2029A,E1,1.0,,60.0,Tirupati,VII +,4/1/2017,30/165/315,RRH,3.0,39.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC(HFCL),0.6 m,CT2029,FE,,Tiruapti,30Mbps,553,CT5019,CT5019,,,,,CT5019,,,,2015813397@G/FXW/HYD/3156707/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,120718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,120718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),STD,,
51,CT5022,553_36062_KUKALPAL_VIOM_CT5022,505_53241_Kukkalapalle_VIOM_CT5022,2G+3G,NSN,13.19203,79.05706,E-City,Kukkalapalle,Yadamarri,NH,Shelter,5430.0,"Sy.No.152/2C, Situated at Kukkalapalle Village, Yadamarri Mandal, Chittoor Dist.",Chittoor,CHITTOOR,517001.0,IP-VIOM,VIOM Networks,ANPCHI2760,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/14/2013,BTS18K_ID,3.0,4-4-4,30/190/260,,DMW,,,NEW NEC,0.6 m,BSC60-06_Yadamarri_CT2080A,E1,1.0,,60.0,Tirupati,VII +,4/7/2017,30/190/260,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,30 Mbps,NEW NEC,0.6 m,CT2080,FE,,Tiruapti,45Mbps,553,CT5022,CT5022,,,,,CT5022,,,,2015812464@G/FXW/HYD/3156703/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,130718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),30 Mbps,505.0,130718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),STD,,
52,CT5032,553_36081_NGPALLI_CT5032,505_53251_Nalagampalli_CT5032,2G+3G,NSN,13.20521,78.94154,Rural,Nalagampalle,Bangarupalem,NH,Shelter,5429.0,"Sy.No.396/3A, Nalagampalle, Bangarupalem mandal",Chittoor,BANGARUPALYAM,517416.0,IP-ATC,ATC,APCHBS1738,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/8/2013,S12K_OD,3.0,4-4-4,0/90/220,,DMW,,,NEW NEC,0.6 m,BSC70-19_Bangarupalem_CT2001A,E1,1.0,,70.0,Tirupati,VII +,4/7/2017,0/90/220,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,50 Mbps,NEW NEC,0.6 m,CT2001,FE,,Tiruapti,50Mbps,553,CT5032,CT5032,,,,,,,,,2015814174@G/FXW/HYD/3156782/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,170818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),50 Mbps,505.0,170818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),BAN,,
53,CT5040,553_36103_Tanacheckpost_CT5040,505_53271_Thanacheckpost_CT5040,2G+3G,NSN,13.22163,79.15166,E-City,Thana Village,Gangadhara Nellore,NH,Shelter,5420.0,"Thana_checkpost,BSNL tower ,Thana RTO checkpost , GDNellore mandal , Chittor dist-517125",Chittoor,CHITTOOR,517125.0,NBSNL,BSNL Infra,CT5040,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,9/8/2015,BTS18K_ID,3.0,4-4-4,60/135/280,1.0,OFC,E1,,,,,,,,60.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,553,CT5040,,CT5040,,,,,,,,2016949276@G/FXW/HYD/3548128/2016@K-19012/G/FVC/HYD/3307757/2016-CFA DT 10/1/17,"300518-YES(CPE,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"120618-YES(CPE,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
54,CT5042,553_36121_ThodaRd_VIOM_CT5042,504_40901_Thodaroad_VIOM_CT5042,2G+3G,NSN,13.74761,79.71376,E-City,Srikalahasti,Srikalahasti,SH,Shelter,5378.0,H-no-1/334 (1) Chennai Road Srikalahasti Chittoor Dist-517644.,Tirupati,SRI KALAHASTHI,517644.0,IP-VIOM,VIOM Networks,ANPCHI1320,RTT,24.0,21.0,Dual,AGISSON,NSN,VII,1/14/2015,S12K_ID,3.0,4-4-4,0/120/270,,DMW,,,NEW NEC,0.6 m,BSC67-15_SrikalhastiMW_CT2069A,E1,1.0,,67.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,553,CT5042,,CT5042,,,,,,,,2015813446@G/FXW/HYD/3156721/2016@K-19012/G/FXW/HYD/3156337/201-CFA 26/2/16,"180518-YES-(DMW+MADM-70Mbps(SKHTe10,RENIo38)+RENI_PTN-FX4/1+NIB-4/5+PE-GE1(2-2-19))",100 Mbps,504.0,"310718-YES-(DMW+MADM-70Mbps(SKHTe10,RENIo38)+RENI_PTN-FX4/1+NIB-4/5+PE-GE1(2-2-19))",SKT,,
